,,,Name,_RA,_DEC,RVel,SNR,Teff,e_Teff,logg,e_logg,FeH,e_FeH,vt,e_vt,logL,f_logg,Teff-LAMOST,logg-LAMOST,FeH-LAMOST,LAMOST,Vmag,EBV-d,EBV-Na,B0mag,V0mag,g0mag,r0mag,J0mag,Ks0mag,dist,DR3Name_x,ra,ra_error,dec,dec_error,parallax,parallax_error,Gmag,RPmag,BPmag,BP-RP,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,Column0,DR3Name_y,RA,DEC,BP-RP_y,MatchID,MatchRA,MatchDEC,dstArcSec,survey,fov_radius,IAUName,band,nuv_exptime,fuv_exptime,fuv_mag,fuv_magerr,nuv_mag,nuv_magerr,fuv_flux,fuv_fluxerr,nuv_flux,nuv_fluxerr,e_bv,ra_cent,dec_cent,xCenter,yCenter,SSAPFitsFile,nuv_flux_auto,nuv_flux_aper_7,nuv_artifact,fuv_flux_auto,fuv_flux_aper_7,fuv_artifact,redG,redBP,redRP,bpDered,rpDered,gDered,NUVDered,bp_rp_dered,colorColorY
20,37,21,J0124+2508,21.229126,25.139225,24.8,31.0,6545,130,4.15,0.03,-3.17,0.15,1.30,0.30,0.409,0.049,0,6416,4.27,LAMOST,14.455,0.096,0.055,14.614,14.197,14.344,14.163,13.302,13.083,0.00011371270509941862,293748726227874560,21.229105174614553,0.017495403,25.139114940286817,0.013330011,0.8102603838443754,0.01956858,14.343856811523438,13.892284,14.619537,0.72725296,6583.8584,6434.6807,6649.1416,4.0662,3.9352,4.1065,-2.0357,-2.4339,-1.61,21,2.93748726227875E+17,21.2291051746146,25.1391149402868,0.72725296,6387980255410260389,21.2289150257448,25.1400261831867,3.33849259625757,AIS,0.2192736,GALEX J012454.9+250824,3,431,322,21.87609,0.2850607,17.3447,0.01959381,6.45006,1.693056,418.9105,7.55806,0.09854535,20.98874,25.16863,1952.391,1925.636,,12.42,11.21932,17,0.05991862,0.06030899,0,0.2655525831801038,0.33219578890307266,0.18241340455059116,14.287341211096926,13.70987059544941,14.078304228343335,16.631231665999998,0.5774706156475169,-1.4661841472322994
21,38,22,J0126+0135,21.744091,1.587622,-225.0,25.0,4508,63,1.39,0.13,-3.38,0.18,2.81,0.16,2.521,0.131,1,4901,1.29,LAMOST,12.671,0.025,0.028,13.810,12.603,13.316,12.485,10.669,9.991,3.490413511002166e-05,2558459589561967232,21.74408659514446,0.011728575,1.5875891514398826,0.009059072,0.10416491878444631,0.016441097,12.382028579711914,11.622028,13.0088415,1.3868132,,,,,,,,,,22,2.55845958956197E+18,21.7440865951445,1.58758915143988,1.3868132,6380274847855937718,21.7440810241954,1.58756640474431,0.084306420843701,AIS,0.1974539,GALEX J012658.5+013515,1,220,220,-999,-999,20.46873,0.1217732,-999,-999,23.57808,2.643811,0.03323519,21.55649,1.64942,1900.588,1903.139,,0.6990511,0.6181701,0,-99,-99,0,0.07855627405150356,0.1045641228499927,0.059559157210648285,12.904277377150008,11.562468842789352,12.30347230566041,20.228107224400002,1.3418085343606556,-0.8756768286561734
22,39,24,J0127+1100,21.793394,11.013350,159.1,30.2,4942,47,2.49,0.05,-2.41,0.09,1.50,0.05,1.581,0.052,0,5063,2.34,LAMOST,12.482,0.080,0.059,12.931,12.266,12.447,11.909,10.640,10.122,0.00012969473029819631,2585460292309803264,21.793398307788745,0.0148808705,11.013220639012678,0.009791549,0.60075364741802,0.016996251,12.16430950164795,11.526758,12.626355,1.099597,,,,,,,,,,24,2.5854602923098E+18,21.7933983077887,11.0132206390127,1.099597,6380204515618982072,21.7932692682265,11.0135414995218,1.24184335822687,AIS,0.508498,GALEX J012710.3+110048,1,200,200,-999,-999,17.61772,0.02820467,-999,-999,325.771,8.460648,0.09085973,21.27907,10.95218,1873.992,1906.448,,9.658571,9.824775,1,-99,-99,0,0.22823653832091628,0.29472547613556366,0.16558275420420798,12.331629523864436,11.361175245795792,11.936072963327033,16.9598955548,0.9704542780686438,-1.5123667542941348
23,42,25,J0131+4800,22.816286,48.004845,-24.7,83.7,6230,98,4.11,0.03,-1.80,0.09,1.40,0.07,0.363,0.042,0,6170,4.21,LAMOST,10.162,0.045,0.024,10.438,10.041,10.771,10.023,9.125,8.817,0.0013848887849227433,399501506935923072,22.818353779501553,0.017949542,48.00467763296349,0.013607318,6.164211448024165,0.020795772,10.036192893981934,9.621857,10.28126,0.65940285,6476.4497,6460.8887,6489.2085,4.155,4.1505,4.1692,-2.0347,-2.155,-1.8475,25,3.99501506935923E+17,22.8183537795016,48.0046776329635,0.65940285,6372428698522485091,22.8169852419673,48.0045922941315,3.31061862896976,AIS,0.462823,GALEX J013116.0+480016,3,240,240,18.37831,0.06570669,13.84608,0.004681512,161.6879,9.78267,10509.18,45.30282,0.1585388,22.42291,48.38564,1950.009,1927.058,,311.5798,283.2911,1,1.50202,1.492774,0,0.4364782853568071,0.5411123280394873,0.294450298707926,9.740147671960512,9.327406701292075,9.599714608625126,12.698259088,0.4127409706684375,-0.020750115326777063
24,43,26,J0133+0654,23.410364,6.906804,0.2,46.3,4946,46,1.95,0.07,-2.67,0.12,1.83,0.08,2.122,0.071,0,4913,3.00,LAMOST,11.801,0.034,0.051,12.531,11.710,12.165,11.550,10.160,9.560,0.00013417448588293952,2565656988382292224,23.410400387182975,0.02240712,6.906673137563157,0.014519994,0.4639282890584131,0.026482064,11.57243824005127,10.943231,12.020091,1.0768604,,,,,,,,,,26,2.56565698838229E+18,23.410400387183,6.90667313756316,1.0768604,3124198656154014508,23.4101649324911,6.90689324415893,1.15584175256426,GII,0.396188,GALEX J013338.4+065424,1,1605.45,1605.45,-999,-999,17.14943,0.007962291,-999,-999,501.4517,3.676524,0.03364282,23.01203,6.93439,1939.485,1931.033,,14.86721,15.08996,0,-99,-99,0,0.08421942092981695,0.10885079646174296,0.06127671095252903,11.911240203538258,10.881954289047473,11.488218819121453,16.9058559832,1.029285914490785,-1.356940701041374
25,50,27,J0141+2230,25.454504,22.515953,-40.5,28.7,5700,102,3.68,0.05,-2.29,0.10,1.43,0.08,0.639,0.059,0,5750,3.81,LAMOST,13.31,0.131,-9.900,13.475,12.958,13.080,12.791,11.791,11.415,0.0004280369485257009,290511523477577600,25.454975843416108,0.06121219,22.515970564480206,0.044885743,1.1332163905195265,0.06911826,13.086947441101074,12.542047,13.447297,0.90525055,5952.272,5931.842,5957.476,3.2386,3.2285,3.2415,-2.8259,-3.1927,-2.492,27,2.90511523477578E+17,25.4549758434161,22.5159705644802,0.90525055,6399511853903381087,25.4548392657443,22.5160816598141,0.605187810293312,MIS,0.3595947,GALEX J014149.1+223057,1,304,304,-999,-999,17.04009,0.01759265,-999,-999,554.5773,8.983871,0.1213892,25.66347,22.8198,1911.146,1903.535,,16.4423,16.72267,0,-99,-99,0,0.31752026050353344,0.4027082104330704,0.2232542367986385,13.04458878956693,12.318792763201362,12.76942718059754,16.161232192,0.7257960263655683,-1.643389420477268
26,51,28,J0146+2956,26.681587,29.947844,-0.1,11.6,6486,155,4.15,0.07,-2.40,0.24,1.09,0.30,0.393,0.084,0,6347,4.04,LAMOST,15.491,0.044,0.039,15.841,15.373,15.528,15.368,14.600,14.260,1.3259327211846583e-05,302444282655794176,26.681585163182568,0.035599254,29.947835227881512,0.029728,0.45109277804382075,0.038103804,15.430971145629883,15.032872,15.670575,0.63770294,6743.514,6695.452,6790.6685,4.1901,4.1549,4.2294,-2.2757,-3.0545,-2.0245,28,3.02444282655794E+17,26.6815851631826,29.9478352278815,0.63770294,6373132400994550030,26.6815342974029,29.9476201029034,0.790536516234844,AIS,0.4542628,GALEX J014643.5+295651,1,159,160,-999,-999,18.31757,0.04419079,-999,-999,170.9898,6.957806,0.04869464,26.74484,30.39857,1937.601,1911.294,,5.069565,5.053676,1,-99,-99,0,0.13243346390820787,0.16485315621329047,0.0903564357874134,15.50572184378671,14.942515564212586,15.298537681721674,17.9650208064,0.5632062795741231,-1.1267911564616844
27,53,29,J0150+2149,27.689735,21.827986,-192.7,29.3,6378,175,3.66,0.06,-2.95,0.11,2.06,0.30,0.854,0.080,0,6500,4.07,LAMOST,14.454,0.070,0.032,14.681,14.266,14.348,14.185,13.345,13.089,5.285028359231071e-05,98134028414775552,27.68974824168742,0.022085689,21.827932980998867,0.022951249,0.43335919711784743,0.029999,14.319506645202637,13.898792,14.576004,0.67721176,6539.472,6453.108,6588.226,3.8432,3.7871,3.8989,-1.504,-1.6353,-1.3055,29,9.81340284147756E+16,27.6897482416874,21.8279329809989,0.67721176,6377178576941220762,27.690096365767,21.8279664792437,1.16962808487088,AIS,0.5707182,GALEX J015045.6+214940,1,202,0,-999,-999,17.48137,0.02888062,-999,-999,369.3611,9.822633,0.07213293,28.2504,22.06383,1978.528,1880.593,,10.95095,11.04348,169,-99,-99,-999,0.19542624223640623,0.24377720905047093,0.1337080811571331,14.332226790949528,13.765083918842867,14.12408040296623,16.959127586799998,0.5671428721066611,-1.0468077270959366
28,54,30,J0158+3828,29.739065,38.476315,-59.0,19.8,5076,37,2.49,0.22,-3.28,0.12,1.91,0.13,1.627,0.220,1,5211,2.79,LAMOST,14.957,0.048,-9.900,15.514,14.829,15.079,14.610,13.317,12.766,2.1650528066354852e-05,343053198441295616,29.739093911748338,0.023963919,38.47629784315595,0.022007665,0.08941392491558008,0.02851747,14.713623046875,14.103777,15.140608,1.0368309,6069.169,6044.178,6092.951,3.4673,3.4375,3.488,-1.1835,-1.2797,-1.0818,30,3.43053198441296E+17,29.7390939117483,38.4762978431559,1.0368309,6372956502756428544,29.7389086814086,38.4764441506915,0.741581534460648,AIS,0.3234299,GALEX J015857.3+382835,1,90,0,-999,-999,19.61844,0.1264176,-999,-999,51.59694,6.006226,0.05108687,30.04713,38.26147,1990.523,1916.606,,1.529764,1.502519,0,-99,-99,-999,0.12913928579746328,0.1661809319640006,0.09326884794432504,14.974427068036,14.010508152055674,14.584483761077538,19.2485710612,0.9639189159803259,-1.7305249395471183
29,55,31,J0159+1219,29.943588,12.319684,38.9,41.0,5005,42,3.49,0.03,-1.94,0.09,0.75,0.10,0.603,0.033,0,4974,3.82,LAMOST,14.082,0.071,0.052,14.420,13.892,13.974,13.568,12.345,11.870,0.00033204959420031775,2574639659078904960,29.94386567154473,0.015933223,12.319481734787809,0.014814501,0.8165253680128968,0.019468268,13.717248916625977,13.119928,14.135788,1.0158596,5968.7476,5959.6514,5976.666,4.0255,4.0201,4.0312,-1.1313,-1.1473,-1.1154,31,2.5746396590789E+18,29.9438656715447,12.3194817347878,1.0158596,6377389730418394396,29.9435134342995,12.3197062565873,1.47921390257283,AIS,0.1721614,GALEX J015946.4+121910,1,254.05,254.05,-999,-999,18.64803,0.04366198,-999,-999,126.1216,5.070642,0.08904095,29.86384,12.47328,1921.793,1950.684,,3.739296,3.836561,0,-99,-99,0,0.22712697027752093,0.29121152779238435,0.16287615355435683,13.844576472207615,12.957051846445642,13.490121946348456,18.003373521999997,0.8875246257619729,-1.4827854620788035
30,56,32,J0203+0851,30.758680,8.866111,-82.9,41.5,5871,79,3.96,0.02,-2.14,0.13,1.56,0.11,0.410,0.031,0,6095,3.97,LAMOST,12.072,0.052,0.042,12.409,11.934,13.402,11.881,10.811,10.499,0.0007653634519674457,2569805072091905408,30.75932609378055,0.014111396,8.865677423386868,0.012860097,2.446432241725453,0.01697596,11.879714965820312,11.413042,12.170874,0.7578316,6262.4097,6223.1826,6281.985,3.9948,3.9593,4.0083,-1.5649,-1.6203,-1.502,32,2.56980507209191E+18,30.7593260937806,8.86567742338687,0.7578316,6377389765853971624,30.7588133432325,8.86608461327208,2.3399213335771,AIS,0.2388248,GALEX J020302.1+085157,3,191,112,20.6129,0.236847,15.37306,0.01024761,20.64631,4.502776,2574.994,24.29792,0.07656465,30.94605,9.01716,1873.319,1903.833,,76.34431,76.05844,0,0.1917964,0.1522943,0,0.20450957919221943,0.2567663820935203,0.1415070561921003,11.91410761790648,11.2715349438079,11.675205386628093,14.818731934,0.6425726740985791,-1.237705413461076
31,58,33,J0213-0005,33.417656,-0.088509,163.6,32.8,6266,359,4.37,0.10,-1.89,0.11,1.30,0.11,0.113,0.147,0,6037,3.84,LAMOST,12.089,0.027,0.025,12.531,12.017,12.398,12.958,11.089,10.811,0.0012219383015297154,2506999490444701312,33.41880233513853,0.014534806,-0.08894990537700996,0.011721592,3.317986051298224,0.015925797,12.025266647338867,11.601534,12.2822,0.68066597,6324.016,6318.1826,6332.948,4.3743,4.3708,4.3787,-2.0108,-2.0379,-1.9892,33,2.5069994904447E+18,33.4188023351385,-0.08894990537701,0.68066597,3779718692543146939,33.4181226098156,-0.0883831039955689,3.18613060222164,MIS,0.2648993,GALEX J021340.3-000518,3,3369.15,3369.15,20.77909,0.05110197,15.07461,0.002161261,17.71605,0.8336328,3389.661,6.745805,0.03569366,33.43954,-0.35242,1930.987,1891.519,,100.4978,98.40623,0,0.1645754,0.1729284,0,0.096136303099046,0.12017344643001655,0.06611222823027106,12.162026553569984,11.535421771769728,11.929130344239821,14.8161879016,0.6266047818002551,-1.2820098274405263
32,59,34,J0232+0019,38.236729,0.330358,-28.1,28.1,4717,34,1.78,0.14,-3.25,0.15,2.24,0.12,2.210,0.140,1,5024,1.75,LAMOST,14.603,0.028,0.015,15.381,14.529,14.832,14.230,12.716,12.158,1.5527446784978723e-05,2500495707367783808,38.23671997318328,0.022258582,0.3303547554081738,0.019020764,0.06251045705949065,0.02564999,14.285609245300293,13.613509,14.791283,1.1777735,,,,,,,,,,34,2.50049570736778E+18,38.2367199731833,0.330354755408174,1.1777735,3785172270214811462,38.23663093056,0.330364723520472,0.322550526584593,MIS,0.4636842,GALEX J023256.7+001949,1,3081.6,3081.6,-999,-999,20.85697,0.04173699,-999,-999,16.48959,0.6337253,0.0270904,37.80832,0.50802,1832.621,1970.815,,0.4888889,0.4701894,1,-99,-99,0,0.06650527199823497,0.08677138848446563,0.049088339463325546,14.704511611515535,13.564420660536674,14.219103973302058,20.660835504,1.1400909509788608,-1.035364922662887
33,60,35,J0232+0545,38.209171,5.751286,-57.4,75.1,6173,85,4.08,0.03,-2.26,0.10,1.18,0.09,0.377,0.039,0,6250,3.89,LAMOST,13.976,0.079,0.055,14.100,13.765,13.822,13.633,12.784,12.498,0.00027842043077755445,2516367192074326400,38.20942898108664,0.018007228,5.751161534002336,0.013942552,1.0766954622451768,0.018682422,13.789419174194336,13.356956,14.058222,0.7012663,6463.783,6370.062,6500.222,4.086,3.9794,4.1181,-1.9249,-2.15,-1.6331,35,2.51636719207433E+18,38.2094289810866,5.75116153400234,0.7012663,6377424945931094068,38.2092274400762,5.75124299380081,0.779186637121228,AIS,0.2339494,GALEX J023250.2+054504,3,112,112,22.00337,0.4398007,16.97915,0.02814454,5.736576,2.323159,586.5938,15.20204,0.05853895,38.01114,5.62523,1944.821,1924.808,,17.39153,17.56942,0,0.05329062,0.0470688,0,0.1575885054756687,0.19710488490788652,0.10838762151432622,13.861117115092114,13.248568378485674,13.631830668718667,16.555328002,0.6125487366064402,-1.2156579601361974
34,61,36,J0232+4115,38.078278,41.262417,-454.0,29.5,5754,114,2.42,0.15,-3.20,0.13,2.68,0.19,1.915,0.154,1,5888,2.61,LAMOST,14.784,0.036,-9.900,15.175,14.688,14.815,14.539,13.485,13.101,8.222236911286957e-06,338442533868857088,38.07828670736072,0.022209756,41.262423521024076,0.0185573,0.05912872054504228,0.0253171,14.597908020019531,14.123293,14.896858,0.7735653,,,,,,,,,,36,3.38442533868857E+17,38.0782867073607,41.2624235210241,0.7735653,6372991681759808424,38.0782210577012,41.2625165127339,0.378988586243369,AIS,0.1799298,GALEX J023218.7+411545,1,104,104,-999,-999,18.46601,0.06580305,-999,-999,149.1407,9.036755,0.05999438,37.89421,41.14759,1935.926,1876.837,,4.421775,4.410988,0,-99,-99,0,0.15940829277965468,0.2005624630550244,0.11077939102776971,14.696295536944975,14.012513608972231,14.438499727239877,18.0316506888,0.6837819279727437,-1.0108398630423663
35,63,37,J0235+0246,38.982880,2.774752,66.4,47.1,6227,7,2.92,0.30,-3.29,0.08,2.60,0.22,1.552,0.300,1,6361,3.51,LAMOST,13.671,0.027,0.014,13.864,13.598,14.180,13.825,13.216,12.931,3.720475411212833e-05,2503510327732736000,38.98287047743522,0.016953781,2.7747169707595067,0.017100446,0.16876632278279854,0.021722574,13.825708389282227,13.44816,14.0424,0.5942402,6102.4785,6085.2695,6121.95,3.3984,3.3883,3.4059,-0.8196,-0.8207,-0.8175,37,2.50351032773274E+18,38.9828704774352,2.77471697075951,0.5942402,6377248965012750405,38.9825486592903,2.77465997572729,1.17523683046205,AIS,0.5963306,GALEX J023555.8+024628,1,105,0,-999,-999,17.35936,0.0397388,-999,-999,413.2908,15.12309,0.02876934,39.23073,3.31705,1917.834,1884.668,,12.25339,12.45876,33,-99,-99,-999,0.07863843903571133,0.09763600157196592,0.05344976445474283,13.944763998428035,13.394710235545256,13.747069950246516,17.1510699784,0.5500537628827793,-0.24998786962029307
36,65,38,J0236+0844,39.119049,8.734916,-160.4,22.6,5809,84,4.54,0.03,-3.04,0.11,0.65,0.30,-0.189,0.039,0,5861,4.00,LAMOST,14.111,0.113,0.062,14.334,13.809,13.926,13.641,12.647,12.311,0.0005428256591206872,20149516946735232,39.11903617449687,0.037955314,8.734372011156598,0.03233419,2.1536558553144136,0.04117301,13.883888244628906,13.354487,14.229924,0.8754368,6020.9263,5990.107,6069.7485,4.5657,4.5513,4.5832,-2.8045,-2.9098,-2.6946,38,2.01495169467352E+16,39.1190361744969,8.7343720111566,0.8754368,6377213843993526749,39.1188031650316,8.73478130626187,1.69071213804149,AIS,0.3376417,GALEX J023628.5+084405,3,112,112,20.48841,0.2115858,17.44545,0.03462167,23.1546,4.511221,381.7847,12.17129,0.1465909,39.04485,9.06442,1915.924,1923.964,,11.31928,11.54423,0,0.2150975,0.1905059,0,0.3869780232227232,0.48897505994491564,0.2700607093139177,13.740948940055084,13.084426290686084,13.496910221406184,16.384131884000002,0.6565226493690002,-1.7671535815274053
37,67,39,J0244+0828,41.146194,8.480548,-106.9,68.7,6365,119,4.28,0.03,-2.48,0.08,1.33,0.09,0.231,0.047,0,6212,3.85,LAMOST,11.484,0.141,0.051,11.368,11.106,99.990,99.990,10.224,9.931,0.0010238358983025173,20646118245837184,41.145927621149404,0.017766308,8.479558842290889,0.017316766,4.399991152120173,0.020959936,11.273290634155273,10.834468,11.539124,0.70465565,6410.391,6335.9805,6461.488,4.3743,4.3612,4.3845,-2.2509,-2.6392,-1.9979,39,2.06461182458372E+16,41.1459276211494,8.47955884229089,0.70465565,6377248949982464261,41.1455606385565,8.48060810622063,3.99697663884599,AIS,0.5394075,GALEX J024434.9+082850,3,109,109,19.15302,0.1458394,14.45954,0.009002033,79.21244,10.63747,5972.864,49.51006,0.1813814,41.58254,8.1581,1907.939,1944.822,,177.0855,172.3382,0,0.7358537,0.7443044,0,0.4968917490032048,0.6176322153871414,0.3364575603824736,10.921491784612858,10.498010439617525,10.77639888515207,13.146338664,0.4234813449953325,-0.8795807126249349
38,68,41,J0248+0714,42.206379,7.248736,-13.7,34.5,5217,50,2.99,0.03,-2.05,0.09,1.58,0.07,1.175,0.034,0,5024,2.59,LAMOST,12.18,0.162,-9.900,12.416,11.744,12.079,11.644,10.375,9.856,0.00038871633482831763,20267027252517760,42.20669968617603,0.01400786,7.24850107441914,0.01287205,1.231099280212685,0.015028474,11.917136192321777,11.269748,12.385831,1.1160831,,,,,,,,,,41,2.02670272525178E+16,42.206699686176,7.24850107441914,1.1160831,6377248959644042569,42.2064062038125,7.24874618740985,1.3700875525902,AIS,0.1208369,GALEX J024849.5+071455,1,137,137,-999,-999,17.21104,0.02949889,-999,-999,473.7888,12.86947,0.1892921,42.08759,7.2754,1910.473,1927.252,,14.04705,14.19287,0,-99,-99,0,0.480488490139668,0.618363500742187,0.3455886719850298,11.767467499257812,10.92415932801497,11.436647702182109,15.840565196,0.8433081712428425,-1.5580741094002537
39,69,42,J0251-0006,42.959488,-0.110140,-46.2,26.0,6062,174,3.85,0.05,-2.97,0.15,1.90,0.21,0.576,0.072,0,6111,4.02,LAMOST,13.176,0.076,0.033,13.385,12.972,13.167,12.900,11.956,11.623,0.0003379860357899517,2498120964114484864,42.959625613805585,0.012679554,-0.11045337252230986,0.010837463,1.2044605728122975,0.013974943,13.016234397888184,12.557155,13.305488,0.748333,6266.4507,6258.4023,6275.481,4.0771,4.0652,4.0847,-1.4996,-1.5,-1.4985,42,2.49812096411448E+18,42.9596256138056,-0.11045337252231,0.748333,3785277823333179798,42.9595910904109,-0.110199301524178,0.92306086721646,MIS,0.3632648,GALEX J025150.3-000636,3,3436.8,3436.8,21.58517,0.07179667,16.30882,0.002694472,8.432091,0.5574549,1087.607,2.698459,0.06533583,42.70048,-0.3648,1796.99,1928.608,,32.24574,31.97694,0,0.07833094,0.08817621,256,0.1745414489853983,0.21908810835106338,0.12077229971376668,13.086399891648938,12.436382700286233,12.841692948902786,15.8357885908,0.6500171913627053,-1.405557550945768
40,71,43,J0302+1356,45.538868,13.948985,-194.0,30.0,5020,68,1.97,0.07,-1.88,0.10,1.75,0.04,2.128,0.073,0,5413,2.37,LAMOST,12.255,0.087,-9.900,12.753,12.021,12.443,11.879,10.478,9.951,5.94012687182848e-05,29184921251610880,45.53888999437301,0.014840185,13.948925050122641,0.010936196,0.38738803558905316,0.017182948,12.024831771850586,11.384337,12.486258,1.1019201,6103.2085,6076.99,6112.057,2.9449,2.9167,2.9484,-0.5789,-0.5798,-0.578,43,2.91849212516109E+16,45.538889994373,13.9489250501226,1.1019201,6377073034562372851,45.5390178238254,13.9491510104821,0.927996804612765,AIS,0.3054011,GALEX J030209.3+135656,1,109.05,109.05,-999,-999,17.72646,0.04145851,-999,-999,294.7233,11.25119,0.1089079,45.24663,14.06223,1898.635,1898.621,,8.738057,8.898547,0,-99,-99,0,0.2741237647223755,0.35373567291785085,0.19854994944376222,12.132522327082148,11.185787050556238,11.75070800712821,16.937966804,0.94673527652591,-1.2406442652690028
41,73,46,J0326+0202,51.724506,2.041151,106.7,89.5,5004,30,2.21,0.04,-3.04,0.10,1.55,0.07,1.883,0.041,0,5091,1.58,LAMOST,11.858,0.109,0.071,12.234,11.565,99.990,99.990,10.032,9.453,0.00010743892240546254,3268028903151246720,51.72460366330885,0.013344333,2.0410911936350074,0.011478316,0.5583356201843859,0.015035918,11.567288398742676,10.9154215,12.0387335,1.123312,,,,,,,,,,46,3.26802890315125E+18,51.7246036633088,2.04109119363501,1.123312,6377108260810394695,51.724651634163,2.04121541791946,0.479353976870514,AIS,0.5501909,GALEX J032653.9+020228,1,119,119,-999,-999,16.97756,0.02587172,-999,-999,587.4575,13.99497,0.1188986,51.49496,1.54121,1946.706,1921.325,,17.41714,17.93321,0,-99,-99,256,0.2984808733755556,0.3856929358446297,0.21660911414657258,11.65304056415537,10.698812385853428,11.26880752536712,16.116734136,0.9542281783019426,-1.6530374217053012
42,75,47,J0343-0430,55.960548,-4.508636,135.3,37.5,6003,60,3.98,0.02,-2.32,0.10,1.48,0.12,0.429,0.027,0,6037,3.84,LAMOST,13.196,0.047,0.032,13.533,13.070,13.203,13.112,12.048,11.706,0.0003088786906029441,3249369503633611136,55.960742077095155,0.011695705,-4.508884591164243,0.01023283,1.41008192640312,0.014324676,13.05456829071045,12.612526,13.325837,0.7133112,6597.977,6581.0254,6614.653,4.1946,4.1884,4.2022,-3.028,-3.219,-2.8959,47,3.24936950363361E+18,55.9607420770952,-4.50888459116424,0.7133112,6377143459143221350,55.9607933453822,-4.5086338937276,0.921075311339745,AIS,0.5523733,GALEX J034350.5-043031,3,110,110,21.42871,0.4269808,16.21974,0.02022511,9.739098,3.829105,1180.598,21.98685,0.07063896,56.12896,-3.98233,1884.685,1909.619,,35.00277,35.06685,1,0.09047254,0.07040691,0,0.19007255675212423,0.23782960326583416,0.1307607621612691,13.088007396734167,12.481765237838731,12.864495733958325,15.708313929600001,0.6062421588954354,-1.2868283939307785
43,76,48,J0347-0404,56.803421,-4.069164,87.3,36.1,4878,43,1.53,0.08,-2.75,0.15,1.89,0.08,2.518,0.081,1,4899,1.16,LAMOST,14.087,0.079,0.043,14.654,13.875,14.138,13.654,12.209,11.666,5.2835772016898316e-06,3249399534044946944,56.803424675160926,0.013927787,-4.069171991386994,0.01289113,0.07959404924570762,0.016656185,13.809040069580078,13.156197,14.283395,1.1271982,,,,,,,,,,48,3.24939953404495E+18,56.8034246751609,-4.06917199138699,1.1271982,6377143458067384064,56.8033426062883,-4.0691659907731,0.295493827612748,AIS,0.3505975,GALEX J034712.8-040409,1,104,104,-999,-999,19.73953,0.120023,-999,-999,46.15185,5.100631,0.08808998,57.15228,-4.11138,1923.908,1901.801,,1.368326,1.504799,0,-99,-99,0,0.2200618622058029,0.28489640959929524,0.16031549212181298,13.998498590400706,12.995881507878188,13.588978207374275,19.1017585448,1.0026170825225176,-1.2242925611764433
44,77,49,J0352+0514,58.044930,5.247481,-39.9,66.5,5880,84,4.23,0.02,-3.15,0.08,0.85,0.10,0.143,0.032,0,6138,4.15,LAMOST,13.45,0.188,0.131,13.446,12.946,13.086,13.745,11.853,11.482,0.0004412919593399555,3273452209896793984,58.04488312111627,0.014971259,5.247039608430382,0.011597215,2.113139576208649,0.017208949,13.242915153503418,12.672353,13.623172,0.950819,6335.5596,6244.887,6362.974,4.3364,4.316,4.3465,-3.4849,-4.1014,-2.3528,49,3.27345220989679E+18,58.0448831211163,5.24703960843038,0.950819,6377108298391356094,58.0448439927109,5.24725809549021,0.798963392010089,AIS,0.5686476,GALEX J035210.7+051450,1,192,192,-999,-999,17.0286,0.02346178,-999,-999,560.4771,12.10846,0.2636626,58.5596,5.49366,1944.881,1910.22,,16.61722,16.85312,1,-99,-99,0,0.6981261172520096,0.8825407497212896,0.48537103209473115,12.74063125027871,12.186981967905268,12.544789036251409,15.119682776000001,0.553649282373442,-1.7219527129307899
45,79,51,J0405+2141,61.301807,21.692400,-283.1,52.8,5002,50,2.12,0.06,-3.21,0.09,1.94,0.06,1.972,0.062,0,5088,1.50,LAMOST,13.511,0.206,0.289,13.685,12.960,13.214,12.614,11.379,10.841,3.620256749924091e-05,53071884383335680,61.301844361506674,0.016527062,21.692372252981276,0.009167848,0.23534443378142936,0.017606378,13.187760353088379,12.463184,13.74328,1.280096,,,,,,,,,,51,5.30718843833357E+16,61.3018443615067,21.6923722529813,1.280096,6392334241997262046,61.3017414853494,21.692652261532,1.0651519940999,GII,0.4930871,GALEX J040512.4+214133,1,319,319,-999,-999,19.21141,0.05361763,-999,-999,75.06487,3.706078,0.2911139,61.6037,21.28745,1926.274,1913.354,,2.225549,2.272157,0,-99,-99,0,0.7265293307209967,0.943689058010376,0.5289374819681938,12.799590941989624,11.934246518031806,12.461231022367382,17.103745364,0.8653444239578185,-1.7087537448141976
